track_id,track_title,artist_name,play_count
SONWQQX12AC3DF6762,Fire (Oscar G Space Vocal Mix),Dolce; Oscar G.,0.0
SOGXFIF12A58A78CC4,Hanging On (Medium Key Performance Track Without Background Vocals),Britt Nicole,0.2364201822307364
SOIPNSZ12A8C144128,Grim Prospects (Version 2 Remix),Schizoid,0.0
SOEXSIN12A8C133B0A,Christmas In Jamaica,Toni Braxton Featuring Shaggy,0.0
SOTSMNJ12AB018365E,Gossippo Perpetuo,Perrey And Kingsley,0.4444017145228514
SOLGRUN12A8C140543,2190 Dias Contigo,Sven Tasnadi,0.0
SOQCHGV12AC4688FC6,No Control,Eddie,0.0
SOXCWTT12AC9075756,The Vitalized Shell,Enthroned,0.5430528641992896
SOAFIPD12A8C13A261,Mozart,Suzanne Ciani,0.6085000789194116
SOMJPML12A8C13D74E,Ciao Milan,Milan Band,0.0
SOCVDYI12AC4687DDB,Lend Me Your Chopper,Johnny Osbourne,0.0
SOEVGMZ12A8C1421B5,Letter To Heaven,Dolly Parton,0.0
SOCGURJ12AB0182AEE,Heaven is Where The Heart Is,Rance Allen Group,0.0
SOHTWLT12A8C13CFE1,Inside Job,Pearl Jam,0.6593046691644056
SOVQZYP12A8C144692,Take A Look  (LP Version),Natalie Cole,0.0
SOHHANU12A58A77C66,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,0.6266128026956008
SOTHWPG12AB018C90E,Bulgarian Dream,Kiril Valeri,0.2707759989463275
SOOQHNV12AB0186CD4,Amalgama,Word,0.0
SOSGXRU12AAF3B2B07,Born and Raised In Compton,DJ Quik,0.0
SOFRUDU12A8C13A40C,We're Gonna Go Fishin',Hank Locklin,0.4944895175021134
SONXLQQ12AB0184B54,Robbers Kill Cop,BT,0.30416950343527516
SOKPHVH12AB0187460,Relax,2-4 Grooves feat. Reki D.,0.0
SOIUGDX12A6D4FDECA,Sweet By And By,The Jordanaires,0.0
SOAYYDM12AB01817E6,Orgofart,Descendents,0.5194485814940588
SORAJXA12A58A7A4C9,Bitch Is Back,L.A. Guns,0.0
SODJUNF12A8C13337F,Naked Albino,Bare Jr.,0.0
SOVDDWO12A6D4F9A78,Johnny Loves Me (LP Version),Shelley Fabares,0.0
SOFGQAP12AB0185946,Dearly Beloved,Norrie Paramor,0.0
SORGLCR12AB0184B69,The Look Of Love,Gary Hobbs,0.0
SOLBIIE12AB0184DFC,Cooler Than You,Diesel Boy,0.40565219615969267
SORHOEV12A81C20F71,Taryns Deepest Fear,Angelo Badalamenti,0.4454545254934259
SOFPYXC12A58A7A4B9,Summer Dying Fast,Cradle Of Filth,0.0
SOFQGCQ12AB0183609,Still,Jim Chappell,0.0
SOEBDBO12AC4688712,Snapshot,Ladybug,0.0
SONIQSB12AB0189829,End Of The Road (Head Hornys Remix),Bandido,0.0
SOYNEII12AB0181DB6,7 Miles,Brixx,0.0
SOKIGWD12A6701DE9D,The Frail,Nine Inch Nails,0.0
SOHXKAN12AC46872F1,Para Milladoiro,Susana Seivane,0.0
SOQZHMH12A8C13A393,Stone Cold Fingers (Bonus Track),Leland Martin,0.0
SOLEYPL12A6D4F83CE,Snowball,Test Icicles,0.5430528641992896
SOZFCNC12A6D4F76F3,(We Don't Need This) Fascist Groove Thang,Heaven 17,0.0
SOPUQFS12A8C13DE1E,Drunk Alone,React,0.0
SOPNRDT12AB018A2D8,Charisma,Sven Tasnadi,0.0
SOGTLVU12A8AE47D5D,Going Down Slow,Mance Lipscomb,0.3509795063714294
SOXNMDZ12A6D4FA20D,All Rise,Scott Wesley Brown,0.0
SOGOJBW12AB018513B,Jogo Limpo,Flávio José,0.0
SONNOCP12A8C145220,Silent Hill,Moss,0.5708506420788445
SOUDHTP12AB0183403,Our Love Is Here To Stay,Pery Ribeiro,0.0
SOWDEPU12A8C137B14,Everything Changes,Soular,0.23584620327944406
SOJBYGW12A8C13A497,Master Of Disharmony,Dimmu Borgir,0.0
SOQDTQP12A6D4F793F,(This Is Not A) Love Song (Live),Public Image Ltd,0.263969820176701
SOJHKYL12A6D4FA0AC,What Are We Here For,Gary Moore,0.4471357962861778
SOJVWBA12AB018C326,Une petite pause,Pascal Sangla,0.0
SONRSQW12A6D4F6D1C,Wig,The B-52's,0.7140465527721864
SONTBYD12A58A77A29,Perasmena Mesanihta,Dakis,0.0
SOMKMPB12A8C1447D0,God Save the Queen (Live),Sex Pistols,0.4137398358601097
SOSGQPS12A8AE48538,Forever,Chris Brown,0.0
SOKENJQ12AB017EC8C,Sun Is Shining,Deekline & Wizard,0.319565986882865
SOBNTXB12A8C1428BA,New Age,Daniela Dessì,0.0
SOIKIJC12AC3DFB3D2,Have Yourself A Merry Little Christmas,Hem,0.3603705827121406
SOFJNQR12A6D4FAE92,U Killed It,Lily Allen,0.5669884440404037
SOGDFIT12AB018528B,Rain And Snow,Pentangle,0.0
SOOIZTH12AB018C12E,Gerra De De,DJ Dips,0.0
SOQPJUL12AB0189379,Kako mi je pitas sad,Ana Bekuta,0.0
SOMBQEO12A8C135018,Voices On The Corner,Jason Miles,0.2538347361322313
SOCQWKZ12A8C13CE4C,(Bloody Paw On The) Kill Floor,Busdriver,0.5194030457366698
SONETAN12A58A7ACEB,I Wish My Mother Was Here,Byther Smith,0.4373517613872757
SOKEXTF12A8C13AE7E,Inolvidable,Bebo & Cigala,0.6765489056009939
SOUJISW12CF4E09416,Miracle,Bizarre Inc,0.0
SOJKDKH12A58A761A2,Witch Weed (Live),Bongzilla,0.46054128135865785
SOTWWBZ12AB01845E0,Not Buried Deep Enough,The Gone Jackals,0.4952936212921635
SOKZTUH12AB018B938,Give Me 40 Acres (To Turn This Rig Around),The Willis Brothers,0.0
SOQDTZG12A8C1442E3,Ernesto Nazareth,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,0.0
SOIFOLA12AB017CDA1,The Cube (Live),S.U.P,0.0
SOKHVZO12AB0184C4D,Get Back Down,Boogie Pimps,0.0
SOMISOP12AC468D9D5,Battle Of The Rosebud / Cries,Brian Keane,0.0
SOOZKNQ12A6D4F6FD4,Beyond the Light,Aberdeen,0.0
SOGOQGE12AB0182907,Spaceman,The Killers,0.0
SOWTIDJ12AB018808C,Pulecenella 'e mò,Gloriana,0.0
SONIHLC12AB0187B0C,Iskorosten' (instr.),Butterfly Temple,0.0
SOLBHCO12AB018769A,Big Stax/High Volts (Album Version),Grant Geissman,0.0
SOVZVPT12AB018A59E,It Goes On,20/20,0.0
SOZWDHS12AB0188A33,Pecado De Amor,José Augusto,0.0
SOFSKON12A8C13B3B5,Illuminate,Orbital,0.6885218441194627
SOBOCAG12A6BD55D56,Never Forget Me,Bone Thugs-N-Harmony / Akon,0.5578803889070679
SONCYFS12A8C14261E,Ukkosenjumalan poika,Moonsorrow,0.0
SOTNBNN12A6D4F6CC7,A B***** Is A B***** (Edited),N.W.A.,0.0
SOXZLDX12A58A7CE52,Kick Out The Jams,Rage Against The Machine,0.0
SOEESQT12A8C13C7D5,Me And My Buddy,Jazz Gillum,0.0
SOSKUNI12AB0187F12,Amber Changing,Rise Against,0.696469436584313
SOSLFMU12AB018FFEA,Murder Academy,Ultraviolence,0.21508031850922793
SOOKISK12AB0180667,Hey Daddy,Korn,0.0
SOVGBEK12A8C134E04,4 Sea Interludes Op. 33a: Storm,Sir Neville Marriner,0.0
SORJOMF12AB0186F78,I Need You Now,Agnes,0.0
SOVTGXQ12A6D4FB9CA,Atmosphere Station,James Horner,0.5452302938983613
SOLKTEK12AB018BE1A,Walk Away,Tantric,0.4471357962861778
SODYZIU12A8C13FBD9,Shadows That Move,Mastodon,0.7841946159560662
SOJRCDU12AB0189D27,Smile,Xcultures,0.21425344896156936
SOBMHTY12AC9097B7C,Mountains Of Mourne,The Irish Tenors,0.0
SOZWHVZ12A6D4F90E7,Kite Live from Sydney,U2,0.0
SOQAHUW12AB0181F04,Loco (Crazy),Little Joe,0.0
SOVHRBI12A81C22E02,Ever Be,Korn,0.0
SOHULHF12AB017F6CF,Oh Look Misery,Blind Blake & The Royal Victoria Hotel Calypsos,0.0
SOFWWGY12AB0185BC5,Yesterdays,Percy Faith,0.0
SOEETVW12A6D4F93B8,Teacher's Pet,Extreme,0.6217655825179751
SOJTIKK12A8C13B15E,Palmer enquête,Alexandre Desplat,0.0
SOQBQWN12AB0186782,Go To Hell,Prozak,0.6068163271702843
SOKLQWF12A8C1423F2,Moon River - Original,Jerry Butler,0.0
SORQLMX12A8C133FCD,La Plus Bath Des Javas,Yvette Horner,0.0
SOCLQKJ12AF72A4AB0,Infidel,Delta 9,0.0
SODWXQV12A6310F10D,English Summer Rain,Placebo,0.8737024949104306
SORKRKK12A8C13C12F,Spanish Shuffle (Album Version),Tam Tam Go!,0.0
SOQPPKZ12A58A7B1EC,Intro,Gertrudis,0.3231121208952123
SOXSUNF12A8C134195,Empress So Divine,Warrior King,0.5375039041917102
SOVRJYX12AB01844E1,Terapia De Amor Intensiva,Soda Stereo,0.5473248320344863
SOMOHEI12AB018785F,Haunting,LORE,0.4943573242520118
SOOGRLD12A8C132B2F,Lies Of Hate,Soul Asylum,0.3603705827121406
SODAEVD12AB01886BB,The First Noel,Carl Doy with NZSO,0.0
SOAESJW12A8C137CC2,Musical Episode,Horace Andy,0.34580223396532944
SOHCYVK12AB017BBF2,Beautiful Brown eyes,Jimmy Wakely,0.46264318259167037
SOCWXYM12AB018BDF3,Drop the Bass,The Nightraver & The Magican,0.0
SOSYVIZ12A8C141964,The Last Word (Amended Version),Rah Digga (Featuring Outsidaz),0.4051157216913865
SOTVEKK12A8C1392E1,Hard Times,RUN-DMC,0.0
SOHGAJH12A6D4F8F58,Just As Much As Ever,Bert Kaempfert And His Orchestra,0.0
SOCTSJA12AC9618325,Filipino Baby,Hank Locklin,0.0
SOTYCYE12AC468AA08,The Boss,Lady May,0.0
SOAKXET12CF5F86E71,Escapist,Nightwish,0.0
SOYDHCW12A6D4F9A2E,Jeffrey's Dark Side,Angelo Badalamenti,0.6153722556990726
SOGBJSK12AB018D052,Someone to Watch Over Me,Frank Chacksfield,0.0
SOSTFTW12A8C13B84A,Milagre Dos Peixes/ Musica Incidental: Cais/ Music Incidental: San Vicente,Cesar Camargo Mariano/Helio Delmiro,0.0
SOLHFZF12AB018AB3E,Pinned To The Ground (album version),Buzzhorn,0.1938578025491923
SOZEHMC12A6D4F9F30,Always And Never (Album Version),Silverstein,0.6586239272874229
SOYHNTG12A6D4F5703,Myth Takes,!!!,0.0
SOGBRIU12A582A214C,Carpe PM,The Secret Life of Teenage Girls,0.19473522935003107
SOLCPEB12A58A7BF47,Who Shot Ya (Amended Album Version),The Notorious B.I.G.,0.2742817042441851
SOFOGMR12A8C140FFF,Poor Tom (Album Version),Led Zeppelin,0.3127699195304257
SOBJYXZ12A8AE45FF1,Wounded Hearts,Sandi Thom,0.41967427880955327
SOGJSEF12AB01847D4,Love's Been Good To Me,Carl Belew,0.0
SOCVGQS12A8C13D7DF,When Morning Comes To Town,The Field Mice,0.5316127691991754
SOGVRHK12A8AE47FFB,Estate,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0.0
SOGGYSM12A58A79111,Freedom Enough (From Silent Mother Nature),Catherine Howe,0.0
SOHCENZ12A8C13AC85,Hai Shava,Malkit Singh,0.0
SOIKVVS12AB0184063,Nutty Block,Rodney O & Joe Cooley,0.0
SOYCTBG12A8C144341,Until You Love Someone,Dean Martin,0.0
SOMCCPJ12A8C142B6B,Part One From Triomusic,Strata,0.0
SOVKCDB12A6D4FB2AB,Hello Young Lovers (LP Version),James Darren,0.0
SOONOZL12A6D4FC475,Same Man,Till West & DJ Delicious,0.7215726608393865
SOIHZMH12AB017DF93,Quiero Ir Ao Mar,Carlos Nuñez,0.0
SOCQJBX12AF72AA6F2,The Owl and the Pussy-cat,Igor Stravinsky,0.0
SOMWLCK12A8C135D69,Set You Free This Time,Gene Clark,0.0
SORHXYU12A8C13716B,Bloco Da Solidao (1996 Digital Remaster),Maysa,0.0
SOEMLQO12AB01808B6,Will You Love Me Tomorrow,The Shirelles,0.0
SOITEVV12A6D4F5969,Stille nacht_ heilige nacht,The American Boychoir,0.0
SOWNSZY12AB0180BCF,Nine Ways,JDS,0.582918458497712
SOQKKPE12A8C13C2CD,Northern Downpour (Album Version),Panic At The Disco,0.3522322250053423
SORJXPY12AB0182839,Bad Seed,Jan Howard,0.2740735781033903
SOIRGRL12AB0186BC2,Exchange,Abraham Laboriel,0.319565986882865
SOEGTAN12A6D4F8726,Marie D'Aquitaine,Michèle Arnaud,0.0
SODTRPJ12A8C1377E9,Oh My God,Sticky Fingaz,0.6362872244273321
SOKPFTZ12A6D4FA141,Joy To The World,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,0.0
SOFVRCJ12AB018B4DA,Hoochie Coochie Man,The Jeff Healey Band,0.0
SORWMLD12A8C137D1A,Ftei O Erotas,Angela Dimitriou,0.0
SOFHQCR12A8C138A74,The Second Summer Of Love,Danny Wilson,0.0
SOCPGVG12AB018AA84,Prelude And Fugue In C Major BWV 531 : Fugue,Lionel Rogg,0.0
SOYUFEN12AB018BF99,Don't Phunk With My Heart,Java,0.0
SOLWQFA12AB01899E8,Give It What U Got,SWAMI featuring Asuivre,0.0
SOAMXQV12AB018775F,Dancing To A Standstill,The Black Velvet Band,0.0
SOENDOQ12A8C139A41,Isla del Luna,Lisa Lynne,0.7613032180894456
SOWHAEF12A8C13EF0C,Spirit,Pe'z,0.0
SOTTXNS12AB0187861,Another Long One,Shawn Colvin,0.42512465831305757
SOXSLOL12AB0188039,Leng Jing,Stephy Tang,0.0
SOQLGFP12A58A7800E,OAKtown,Casual,0.0
SOPVXLX12A8C1402D5,Larger Than Life,Backstreet Boys,0.0
SOAOIBZ12AB01815BE,I Hold Your Hand In Mine [Live At Royal Albert Hall],Tiny Tim,0.0
SOZHPGD12A8C1394FE,Baby Come To Me,Kenny G featuring Daryl Hall,0.0
SOSLAVG12A8C13397F,Den Pai Alo,Christos Dantis,0.0
SOTTDKS12AB018D69B,It Wont Be Christmas,David Martin,0.0
SOMVWWT12A58A7AE05,Knocked Out Of The Park,John Davis,0.0
SOQVMXR12A81C21483,Salt In NYC,Trafik,0.0
SODUJBS12A8C132150,Wessex Loses a Bride,Nick Ingman;Gavyn Wright,0.0
SOBBXLX12A58A79DDA,Erica (2005 Digital Remaster),Eddie Calvert,0.0
SOTUKVB12AB0181477,Blessed Assurance,Glad,0.4733465411087876
SOOJPRH12A8C141995,Loaded Like A Gun,Steel Rain,0.0
SOBCOSW12A8C13D398,Rumba De Barcelona,Los Manolos,0.40044346624428967
SOQOTLQ12AB01868D0,Clementina Santafè,Gloriana,0.0
SOBKWDJ12A8C13B2F3,Wild Rose (Back 2 Basics Mix),Bombay Rockers,0.0
SOFNOQK12AB01840FC,Kutt Free (DJ Volume Remix),Jinx,0.0
SOGVQGJ12AB017F169,Ten Tonne,Chase & Status,0.39200877147130697
SOFFKZS12AB017F194,A Higher Place (Album Version),Tom Petty,0.0
SOBAYLL12A8C138AF9,Sono andati? Fingevo di dormire,Montserrat Caballé;Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,0.0
SOLEYHO12AB0188A85,Got My Mojo Workin,Pucho & His Latin Soul Brothers,0.0
SOPEGZN12AB0181B3D,Get Your Head Stuck On Your Neck,Soul Mekanik,0.0
SOXILUQ12A58A7C72A,Jenny Take a Ride,Mitch Ryder,0.4191258929591558
SOTCKKY12AB018A141,Sonnerie lalaleulé hi houuu,Blingtones,0.0
SOSWKAV12AB018FC91,Midnight Star,Luna Orbit Project,0.0
SONSKXP12A8C13A2C9,Native Soul,Danilo Perez,0.2538347361322313
SOUPIRU12A6D4FA1E1,Der Kleine Dompfaff,Line Renaud,0.0
SODREIN12A58A7F2E5,A Whiter Shade Of Pale (Live @ Fillmore West),King Curtis,0.6624931608196217
